TransactionID,Date,MobileModel,Brand,Price,UnitsSold,TotalRevenue,CustomerAge,CustomerGender,Location,PaymentMethod
e59a8eb1-8448-4719-8502-2c97407d0ff9,"February 1, 2024",Two,OnePlus,1333.31,79,49676.78,45,Female,New York,Online
4a18ec65-d781-4e34-b8e2-f7efb3303e04,"February 2, 2024",One,OnePlus,1481.04,4,6824.14,60,Male,Los Angeles,Debit Card
b9c9fb79-ae15-4b97-a439-12327ad25869,"February 3, 2024",Four,Google Pixel,785.38,87,71119,63,Male,Las Vegas,Online
6f0c7e6b-bafc-4b7f-aec1-931619bd777c,"February 4, 2024",Two,Google Pixel,421.01,51,86275.7,27,Female,Los Angeles,Online
531d046b-c78e-4775-92ef-f4f69901107b,"February 5, 2024",Three,OnePlus,537.32,43,98720.64,42,Female,Los Angeles,Cash
ec9dcc53-48a9-4453-b551-932a13366e8e,"February 6, 2024",Two,Oppo,192.48,85,95400.2,33,Male,Los Angeles,Cash
ee1a4d2e-f425-4fae-8400-b4c76d7d0175,"February 7, 2024",Three,Oppo,875.91,4,14448.87,27,Male,San Fransisco,Cash
9f67b954-d752-4010-af62-002229ccef88,"February 8, 2024",One,Samsung,546.53,11,90012,38,Male,New York,Credit Card
49dca0a1-70c4-4b2a-b8a3-b751f042cc97,"February 9, 2024",Three,iPhone,278.72,19,39790.85,33,Other,New York,Online
d8d17b9e-24f3-4611-a4ea-23740ccee03a,"February 10, 2024",One,iPhone,335.83,98,8665.92,55,Female,Las Vegas,Cash
4bf65265-8b98-440f-a66e-efef35df43f9,"February 11, 2024",Four,Samsung,312.97,58,31428.24,64,Male,Las Vegas,Debit Card
98a6dabf-c1a1-4141-98d1-8dfbf4844b24,"February 12, 2024",Five,Google Pixel,411.89,35,125995.87,56,Other,Los Angeles,Debit Card
f697038c-e26d-43b8-beae-3824a4242583,"February 13, 2024",Four,Samsung,1070.05,62,10732.82,21,Female,Chicago,Credit Card
8fdb323b-83af-4344-8d72-b57ec9589874,"February 14, 2024",Four,OnePlus,704.12,19,120880.32,59,Other,Las Vegas,Credit Card
df2a5e8b-374f-45b7-ae81-4df557858caf,"February 15, 2024",Four,Samsung,257.6,38,43959.7,49,Female,New York,Credit Card
44e48b6e-0499-4f77-b82f-cd9173e8f67a,"February 16, 2024",Two,OnePlus,287.36,89,73214.04,51,Female,Las Vegas,Cash
c05fa38b-ad5f-4e1f-bf87-b2f7f3ffc7db,"February 17, 2024",Two,Oppo,146.89,67,14989.2,43,Other,Las Vegas,Online
a787145d-8945-4c75-869c-128f35e91a17,"February 18, 2024",Two,Google Pixel,1426.06,60,93383.22,51,Male,Las Vegas,Online
59135d6f-d4bb-49ad-b12a-4d393d4ff380,"February 19, 2024",Four,Oppo,293.4,68,463.58,34,Male,San Fransisco,Credit Card
4efa02dd-55bc-44bb-89f0-e0604ca95647,"February 20, 2024",Five,Google Pixel,228.77,71,48586.56,40,Female,Las Vegas,Debit Card
5c8fe5d0-201e-42af-8ff3-4b063e6f2939,"February 21, 2024",Four,Samsung,189.31,59,67765.12,56,Female,New York,Cash
87a77bc0-8fa3-4742-a85c-8d2a9cbf0c85,"February 22, 2024",One,iPhone,694.54,59,35207.2,26,Other,Los Angeles,Credit Card
af4bba74-aa00-436f-8764-1e1aab997041,"February 23, 2024",One,Samsung,270.46,58,6258.22,29,Female,Chicago,Online
18eb14f3-3767-47a1-89c3-321be94156e3,"February 24, 2024",Four,Oppo,1182.99,6,22699.44,51,Other,Las Vegas,Online
07fa81d5-6de5-480f-a74c-447d1dafd82b,"February 25, 2024",Three,iPhone,1289.42,14,96058.13,34,Male,Chicago,Credit Card
258ebf2d-f876-4088-bf03-88d5474c54ab,"February 26, 2024",Three,OnePlus,433.88,66,25384,64,Female,San Fransisco,Online
c3c81cda-10de-404e-96d3-7e0dc906f373,"February 27, 2024",Four,iPhone,680.7,34,64526.3,23,Male,Chicago,Cash
ce333627-a441-47b9-809c-526b7222bb7c,"February 28, 2024",Four,iPhone,189.93,61,99262.8,57,Other,Los Angeles,Credit Card
f44ab7a8-2a18-4aa3-8661-cda9bd19f67d,"February 29, 2024",One,Oppo,965.16,78,32687.94,53,Female,San Fransisco,Online
027fc1ac-20db-4e5a-9d12-f258b96d1142,"March 1, 2024",Three,Oppo,1100.78,26,86627.31,56,Male,San Fransisco,Credit Card
a1650f89-14e5-4c61-89ee-1c5bdc39f805,"March 2, 2024",Two,iPhone,527.45,52,70490.16,46,Female,Los Angeles,Debit Card
297d71a3-ca70-481c-b163-0d645a3f623f,"March 3, 2024",Five,Google Pixel,903.7,89,50154.39,38,Male,Las Vegas,Online
5dec83cf-16ce-41b2-b06a-be7ccce0710f,"March 4, 2024",Three,iPhone,1377.31,2,74497.92,64,Male,Los Angeles,Online
39b83ab9-ba07-4744-a3ec-180a86314e4a,"March 5, 2024",One,Samsung,1357.33,33,21559.2,55,Other,Los Angeles,Debit Card
9ec1aba1-0fdd-49d7-9fb6-2e3f32693ed4,"March 6, 2024",Four,Oppo,1036.47,25,44564.36,45,Other,San Fransisco,Debit Card
797876a4-bc06-44d0-8bac-d5123fb72501,"March 7, 2024",One,Google Pixel,773.02,95,28896.63,36,Male,Las Vegas,Credit Card
5887426c-37bf-401e-b3fe-2b4fd005eb62,"March 8, 2024",Two,Samsung,1292.49,15,87996.75,39,Female,Chicago,Credit Card
8762735e-ec2b-4099-9ca1-b8d3fb475c01,"March 9, 2024",Four,Samsung,1123.18,58,27109.12,59,Other,Las Vegas,Online
a6db8dd1-5a25-4e41-9ee8-5e97b86b8444,"March 10, 2024",Two,Samsung,288.55,79,82870.56,50,Other,New York,Cash
f53cd32e-b7a1-41e1-a810-758275daecca,"March 11, 2024",Two,OnePlus,261.06,77,23637.81,49,Other,San Fransisco,Cash
fcd6564d-adcc-4bb3-9e29-f84843d865df,"March 12, 2024",One,Google Pixel,167.99,26,20304.54,48,Male,Chicago,Online
7e2ce318-5380-452d-81ec-254a41d9ce67,"March 13, 2024",Three,Oppo,1327.33,26,83233.36,39,Female,Los Angeles,Credit Card
869ca369-5389-41ee-84c0-7cf23f71dc63,"March 14, 2024",Five,Oppo,912.97,15,39709.44,61,Female,New York,Credit Card
76ef1fee-74f4-44ef-aef1-4594ad7cf361,"March 15, 2024",One,iPhone,1467.95,52,40111.36,54,Male,New York,Credit Card
496dc092-826e-4d95-9ede-2990ccd24530,"March 16, 2024",Four,OnePlus,388.88,19,12497.49,53,Other,New York,Online
ee4e3ab6-7c6f-4119-819d-6ba71e0da773,"March 17, 2024",Four,Oppo,1266.01,23,6107.76,51,Male,New York,Debit Card
41d46fa9-746c-4c6c-8da6-93a6417f2355,"March 18, 2024",Four,Oppo,1371.76,71,1222,47,Other,San Fransisco,Debit Card
4af0e6cd-eaa7-49b8-bce0-3a00560c2f2c,"March 19, 2024",Five,iPhone,1028.67,22,17203.25,58,Other,Los Angeles,Debit Card
5b7f9b73-4ccd-4e8e-85ee-17254aa07835,"March 20, 2024",Four,Samsung,1477.41,63,947.61,62,Other,New York,Online
b5119fd6-e0d7-44ee-8f87-44f91d42de3f,"March 21, 2024",Two,Oppo,1236.37,89,26408,43,Female,Las Vegas,Credit Card
898a97fa-0c66-4e08-9693-e893a3f1ad58,"March 22, 2024",One,Oppo,974.75,37,140738.88,60,Male,Las Vegas,Debit Card
54397aec-2cd9-435d-b4a1-4d8bcdb84e63,"March 23, 2024",Three,iPhone,1062.8,93,75330.45,42,Male,Las Vegas,Cash
6c45ed4f-5d05-457d-a22a-2892566e8984,"March 24, 2024",Two,Samsung,118.14,39,16586.68,22,Other,Las Vegas,Online
d16ed785-9e71-4269-9d2a-93cf2c566552,"March 25, 2024",One,Google Pixel,1422.58,33,105494.46,58,Other,San Fransisco,Credit Card
b4de2bb0-6426-4ae0-bc2d-1d6bc309fb38,"March 26, 2024",Three,Samsung,365.41,75,60477.25,19,Female,Las Vegas,Online
03d675d2-f4c7-4860-b159-f7df7142b87e,"March 27, 2024",Two,Google Pixel,1418.24,99,1877.76,42,Other,Los Angeles,Credit Card
aeed02b7-48d9-4ff1-9fef-b5de0db93513,"March 28, 2024",Three,iPhone,1228.78,66,139249.92,58,Male,Chicago,Cash
9b4f4a39-8512-411a-8533-2b1d99cf4e64,"March 29, 2024",Four,iPhone,1141.24,94,98242.2,28,Female,New York,Cash
75dd08dd-3a5d-47eb-a0fc-859e0535cd32,"March 30, 2024",One,Oppo,1335.67,3,12829.6,38,Male,New York,Debit Card
b759eaed-ab7a-42b8-ac39-73e4ac7781f3,"March 31, 2024",Four,OnePlus,479.23,78,1702.95,42,Female,New York,Online
233dfd88-f3be-42be-b464-0ed920bc2194,"April 1, 2024",Four,Samsung,254.4,17,21331.45,46,Female,New York,Cash
691e8f83-2779-414b-b837-f04615dde8b0,"April 2, 2024",Three,Samsung,481.26,93,11783.43,45,Female,San Fransisco,Cash
8d757a3c-6ffc-4b44-97aa-de01f6bc3b56,"April 3, 2024",Three,Samsung,1409.49,81,29360.24,40,Other,Las Vegas,Credit Card
6074e662-4645-4773-9118-bdab62d10120,"April 4, 2024",Two,Samsung,157.23,1,83551.42,23,Other,Los Angeles,Debit Card
58bebb33-c6cf-47e0-9ad7-156735a68caf,"April 5, 2024",One,iPhone,296.24,28,61793.1,38,Female,Los Angeles,Online
90906e18-e81f-4c58-96d8-a2612e8493cf,"April 6, 2024",Three,iPhone,1439.55,46,31821.5,22,Other,San Fransisco,Cash
3a59ca6b-4f80-443f-9925-c6471b119fc5,"April 7, 2024",One,OnePlus,1187.15,20,52251.76,40,Other,Chicago,Debit Card
80fecc89-f65c-4c3c-ac77-4ae004ffaa25,"April 8, 2024",One,Google Pixel,273.35,32,26631.99,37,Other,Chicago,Online
1fff1cf1-98ab-4759-8b33-9d77b299df9e,"April 9, 2024",Four,Google Pixel,950.36,33,39469.5,45,Female,New York,Online
1e1366c5-2dce-4830-ab58-a950ec3dd16b,"April 10, 2024",Three,iPhone,903.82,16,4056.39,31,Male,Los Angeles,Cash
069f9a99-d916-4ee4-9f82-d46f0ad207c4,"April 11, 2024",Five,OnePlus,1207.94,70,92079.92,27,Other,Las Vegas,Credit Card
eb38ce0c-47d1-417f-9855-641aa5f4ee6f,"April 12, 2024",Two,Google Pixel,219.93,66,43416,62,Other,Las Vegas,Debit Card
e0511291-5e6b-4e9e-bcc8-f4440e672b9c,"April 13, 2024",One,Google Pixel,862.18,56,33927.08,32,Female,San Fransisco,Debit Card
afd5f391-c2d3-42cd-9a9a-0d6eca22199f,"April 14, 2024",Two,Samsung,803.5,25,34120.61,34,Other,Los Angeles,Online
fd677e01-2fe0-41dc-8125-28ac13e93ea1,"April 15, 2024",Two,OnePlus,949.75,49,72023.6,46,Female,San Fransisco,Credit Card
698ba3d2-6344-40bc-b5af-2eb5255aabff,"April 16, 2024",Three,OnePlus,1115.61,50,24492.16,25,Male,Las Vegas,Debit Card
f6fce23b-3313-491a-9b9f-6c5b6e3619f9,"April 17, 2024",One,iPhone,900.04,54,36582.21,20,Other,Chicago,Credit Card
21c0adf5-427e-45fc-96db-82287c6522e1,"April 18, 2024",One,iPhone,907.24,62,16560.38,45,Male,Las Vegas,Credit Card
7a3b5007-625c-444e-85b4-e4f747162966,"April 19, 2024",One,OnePlus,352.6,76,68427.18,25,Other,San Fransisco,Credit Card
270eb8a0-d199-4342-9e33-5c456f79e2cc,"April 20, 2024",Three,Samsung,897.86,19,8619.39,30,Other,Los Angeles,Credit Card
d1e7a1d9-3a9b-4e50-846a-6566572b5079,"April 21, 2024",Five,iPhone,1007.3,15,105106.96,50,Male,Las Vegas,Debit Card
c326068c-3351-4062-bf05-e67818db5371,"April 22, 2024",One,Oppo,757.33,96,55075.02,44,Other,Las Vegas,Cash
421d315d-d454-485a-9881-e9801611071b,"April 23, 2024",One,iPhone,923.2,33,1273.98,43,Female,Los Angeles,Online
d1545137-dcd3-4766-af7c-4c6c2e941ccc,"April 24, 2024",Two,Samsung,823.68,25,18860.4,37,Female,San Fransisco,Credit Card
da1a3e79-cbc6-4313-bb83-2a45e1b9ec28,"April 25, 2024",Three,Oppo,1330.5,43,47621.2,49,Female,San Fransisco,Cash
656af0a4-6f81-4f21-9371-3558566fa26b,"April 26, 2024",Two,Google Pixel,1318.54,40,29248.28,56,Other,New York,Debit Card
2f4f5e71-2ec7-4658-8968-d902d5a8dbf9,"April 27, 2024",One,OnePlus,1474.17,14,11301.76,39,Female,Los Angeles,Online
f1501b05-2741-47b9-8fef-3bb5fd227f3c,"April 28, 2024",Five,OnePlus,992.42,71,35213.1,61,Other,Chicago,Credit Card
a0ede31b-9fa8-4b83-a66d-a5f23308f97a,"April 29, 2024",Three,Oppo,1040.94,9,26492.43,39,Female,Las Vegas,Debit Card
35dea481-98a2-48ef-a7c8-4e253b10424d,"April 30, 2024",Four,iPhone,626.57,28,28098.4,35,Female,New York,Cash
6c0c9ff0-9c9d-4090-8aad-aae53c70a2e6,"May 1, 2024",One,iPhone,259.15,47,86868.48,27,Male,Chicago,Credit Card
2caec01b-6e79-421c-b260-cc638113098a,"May 2, 2024",Two,OnePlus,1034.38,93,48570.64,51,Female,Los Angeles,Credit Card
098cee59-d162-415d-a0e6-74b73a2bfd95,"May 3, 2024",Two,OnePlus,613.96,45,7728.49,18,Male,San Fransisco,Credit Card
2f03a125-88dd-47e0-8a0f-995b3dade3b4,"May 4, 2024",Two,Google Pixel,1337.3,35,1282.45,22,Male,Chicago,Credit Card
b76f68ce-6896-45cf-96c0-9812490fe828,"May 5, 2024",Two,iPhone,359.23,59,125460.8,63,Other,Los Angeles,Online
64f4886c-21d2-40be-ba50-fd8db0dcc05b,"May 6, 2024",Two,Samsung,589.57,49,52554.32,64,Male,New York,Credit Card
dd1c5b32-beef-446d-8b02-2478707683c2,"May 7, 2024",Two,Samsung,701.08,13,8176.35,49,Male,San Fransisco,Credit Card
474c5755-50a8-4bee-9af3-e8df247d3769,"May 8, 2024",Five,Google Pixel,121.62,9,746.47,26,Male,San Fransisco,Online
5c5b6e7d-4a0c-42b5-b36c-eb914ae09e95,"May 9, 2024",Five,OnePlus,1178.86,29,13516.25,53,Other,Las Vegas,Credit Card
406c1369-ea5c-46ac-aa46-83632e535d16,"May 10, 2024",One,Samsung,1447.8,5,54665.04,33,Other,Las Vegas,Credit Card
dcf407ec-4623-4a00-8660-235e1036d476,"May 11, 2024",Five,Oppo,1423.78,51,3151.26,35,Female,New York,Online
8201d6e3-4f18-4911-9b28-c50627fd1640,"May 12, 2024",Two,OnePlus,1444.64,89,12646.8,51,Female,New York,Cash
71e5519b-ebcd-4ae6-8c37-165aa0b2e39e,"May 13, 2024",Two,Google Pixel,824.69,62,32474.4,36,Female,Los Angeles,Cash
149c4028-afae-4eb0-b03e-dd6b4dccce9a,"May 14, 2024",One,iPhone,912.6,21,24546.72,56,Male,Los Angeles,Credit Card
dbeab94d-354b-4eda-b916-3248ed4a649c,"May 15, 2024",Three,iPhone,958.86,2,65007,45,Male,New York,Cash
4a38758a-4bdd-4c44-a177-f80ad22feb33,"May 16, 2024",One,Oppo,938.75,66,42781.86,62,Other,New York,Credit Card
96d4f89c-5b22-4bc3-a153-b82ab110f4b4,"May 17, 2024",Three,Google Pixel,1412.91,49,56790.45,29,Other,San Fransisco,Debit Card
5cdeffc8-f100-47bb-8fc7-fc48a52b3e4a,"May 18, 2024",One,Google Pixel,1091.68,52,8165.82,38,Other,Los Angeles,Online
b405351a-0218-48d8-ad25-d2da03904ef4,"May 19, 2024",Two,OnePlus,988.44,19,726.36,39,Female,Las Vegas,Debit Card
3662082a-1954-422b-bde5-0e7b833103db,"May 20, 2024",Five,Oppo,321.11,50,59594.08,24,Male,Chicago,Online
d88b82f3-1f09-48cd-a48b-ddf2484da53a,"May 21, 2024",Four,OnePlus,384.15,31,13896.84,25,Other,New York,Online
4013b02c-8b39-407e-9d51-47c250f6113c,"May 22, 2024",Four,Google Pixel,123.55,52,24705.45,32,Male,San Fransisco,Debit Card
d836af8a-f883-46cd-960a-6a9e043fd374,"May 23, 2024",Two,Google Pixel,811.97,87,4784.6,18,Male,Las Vegas,Debit Card
bc073bb6-6579-4ed5-bdd4-844710b7a28a,"May 24, 2024",Five,Google Pixel,742.68,20,3173.48,24,Male,Las Vegas,Debit Card
453150f7-9f21-41e8-8b98-34b3ed38094c,"May 25, 2024",Three,OnePlus,205.46,61,7050.75,47,Other,Los Angeles,Credit Card
15c89b2f-f185-41e5-b0cd-e8509eaafa88,"May 26, 2024",Four,Google Pixel,978.13,31,22346.47,45,Other,New York,Credit Card
b0ba4ceb-ca74-4200-9e93-c0b698af493e,"May 27, 2024",Five,OnePlus,735.25,83,89165.25,54,Female,Las Vegas,Credit Card
54619eff-3d8d-4e16-b4c4-910619ea1990,"May 28, 2024",Three,OnePlus,385.39,31,16529.13,34,Male,Los Angeles,Online
cb4d7c5f-824b-4bae-8061-1ee9343d7327,"May 29, 2024",Five,Samsung,696.42,29,87906.92,50,Female,San Fransisco,Online
5ba6718c-f634-4c98-979d-289be3f570a4,"May 30, 2024",Two,Google Pixel,1194.98,66,14308.5,35,Other,Chicago,Debit Card
73f0f916-a8b5-4d09-8026-41bed9ba0e41,"May 31, 2024",Two,Google Pixel,464.15,34,24009,62,Other,Los Angeles,Online
8eb5f50a-b99c-41d8-85b0-cbe79295764c,"June 1, 2024",Three,OnePlus,1085.16,49,27642.2,38,Male,New York,Online
27ff81bf-7456-46a4-9a68-c48bced1e81b,"June 2, 2024",One,OnePlus,687.38,42,5406.52,62,Female,New York,Cash
1729d815-4872-4db8-8a06-527cab9b72db,"June 3, 2024",Five,Samsung,894.34,90,37661.8,47,Female,Chicago,Debit Card
e2e5814b-e513-4b63-84ba-888d77419b9f,"June 4, 2024",Four,Oppo,598.5,73,41566.36,30,Female,New York,Credit Card
b94a2868-0565-45a2-8c29-e0b1f085ab0a,"June 5, 2024",Two,OnePlus,618.99,26,44209.76,56,Other,San Fransisco,Debit Card
103e0087-b29c-4839-876a-099b6796b265,"June 6, 2024",Five,iPhone,104.99,1,16544.32,47,Other,San Fransisco,Debit Card
8499624a-1c49-4645-9c65-df13c57c87d9,"June 7, 2024",One,iPhone,1269.71,96,72588.74,41,Female,Los Angeles,Credit Card
6c536c36-1663-4c8e-9fd4-3d451ec66fdb,"June 8, 2024",Four,OnePlus,985.83,7,109028,22,Other,San Fransisco,Cash
7f36c3a2-ff43-483b-adb8-668e37d16534,"June 9, 2024",Five,Oppo,1352.48,95,20333.88,32,Other,New York,Online
baefeff0-2f10-4ab3-81fe-50e61276494f,"June 10, 2024",Five,Google Pixel,158.46,6,7755.77,42,Other,Las Vegas,Credit Card
195848ec-5731-48ae-b1c8-96e43f15bd47,"June 11, 2024",Three,Oppo,270.04,5,1822.29,60,Male,New York,Online
65cc396b-4349-4ee3-83b6-b73333f93133,"June 12, 2024",Three,Samsung,434.65,49,49282.7,34,Female,San Fransisco,Online
cf405453-5a3d-41bc-89f8-97e601a870c9,"June 13, 2024",Two,OnePlus,624.74,77,52028.28,38,Female,San Fransisco,Debit Card
48e41a6b-8b57-485c-8481-eeecdafe93bd,"June 14, 2024",Four,OnePlus,1278.51,21,54799.2,20,Male,New York,Online
f88c5f0d-95bf-4307-ab62-d82e0d8afc9b,"June 15, 2024",Three,Google Pixel,613.3,37,16659.62,58,Other,Los Angeles,Online
d6382a39-a203-404b-b1e5-d8a695a61dbd,"June 16, 2024",Five,iPhone,1056.74,18,110028.42,30,Male,Chicago,Cash
7f8e937e-727c-4d29-9a2f-38b0d8f9e0c1,"June 17, 2024",Two,OnePlus,482.47,37,11306.68,38,Other,Chicago,Cash
fc911d63-aa11-4767-b991-bfb928335565,"June 18, 2024",Three,iPhone,262.64,62,75988.7,24,Other,Las Vegas,Cash
69fad209-6c1e-4ea7-9da6-46053b761f3a,"June 19, 2024",One,Oppo,1237.37,27,80877.2,37,Male,San Fransisco,Credit Card
10991579-2c92-4a8f-b98c-3b7df2ce7fcf,"June 20, 2024",One,iPhone,811.73,62,91113.25,41,Female,Las Vegas,Online
74abb176-6ca5-45a2-9e7b-7e91c98aea78,"June 21, 2024",Three,Samsung,422.33,80,37244.48,63,Male,San Fransisco,Cash
975126b2-9aa0-471d-98e6-96da12bec7c3,"June 22, 2024",Three,Oppo,312.37,84,29250.67,39,Other,Las Vegas,Credit Card
476e0069-fd66-4bb4-b68d-673ac4e3a141,"June 23, 2024",Four,Samsung,1370.68,67,37928.58,35,Female,Los Angeles,Online
56ad37f3-bb16-4f08-90ba-140b27eebd4a,"June 24, 2024",Two,Oppo,1245.2,81,59695.92,34,Female,New York,Cash
5bad4d24-060c-4374-9855-fc134cbb0bef,"June 25, 2024",Three,Samsung,423.8,40,104364.75,48,Other,Los Angeles,Debit Card
1f608363-d36d-4402-b4ea-2506fc8ad3fe,"June 26, 2024",Four,Samsung,1141.1,85,15373.26,47,Female,New York,Online
0f7be3d2-9fb3-47e6-9c3d-92aeb383dc0a,"June 27, 2024",Five,Oppo,518.67,80,11151.36,64,Male,New York,Credit Card
88a51a73-0064-4e60-b174-bf54b3576ed5,"June 28, 2024",Five,Oppo,409.35,3,100782.75,55,Other,Los Angeles,Credit Card
8ab2b47f-1032-47ac-8be9-c96a5d8f77e5,"June 29, 2024",Four,iPhone,809.43,8,5783,20,Male,Las Vegas,Online
5a5ebad6-dab7-4388-9961-411136b68e27,"June 30, 2024",Three,iPhone,1256.1,90,25697.72,26,Other,Las Vegas,Cash
6eb173bb-59a5-4e8b-a2bd-c974ef076134,"July 1, 2024",Four,Google Pixel,782.21,81,22860.8,31,Other,New York,Credit Card
bc96e2cb-0ca7-4eb6-a698-acb8e6f1577c,"July 2, 2024",One,iPhone,122.76,8,78188.49,28,Female,Los Angeles,Cash
6037afa7-ad38-48f9-a89a-8751225d8471,"July 3, 2024",Five,OnePlus,1345.71,53,36468.77,19,Female,Los Angeles,Credit Card
5936ab1a-4d81-4a61-9192-070ca7ef66f2,"July 4, 2024",Four,Google Pixel,1273.26,9,13790.56,31,Female,Las Vegas,Online
de89421a-9aaa-4405-ac88-1a9cf27e759e,"July 5, 2024",One,Samsung,1352.3,68,60232.5,62,Other,Chicago,Online
2c093754-c464-4c40-a938-0db029bf05ff,"July 6, 2024",Four,Oppo,413.08,72,18931.5,55,Female,Chicago,Credit Card
bfb6d335-4035-4224-90fc-f75d0dc6109c,"July 7, 2024",Two,OnePlus,141.32,95,48936.55,33,Male,Los Angeles,Credit Card
6dbfd9dd-7b8d-42c5-9976-c003fda4d172,"July 8, 2024",Five,Google Pixel,998.82,89,67369.44,40,Male,Las Vegas,Online
348fb25e-d4dc-4748-8db3-f1998e931e69,"July 9, 2024",Five,OnePlus,1136.87,17,32729.76,39,Male,Las Vegas,Debit Card
b41b7729-d5b4-447d-a723-5f1113e834f8,"July 10, 2024",One,iPhone,251.06,64,82388.89,57,Male,New York,Online
b7db77db-9899-4f2b-a0bc-61929bd1e046,"July 11, 2024",Four,OnePlus,960.48,39,78794.1,39,Female,Los Angeles,Credit Card
ad3d08cb-0802-4319-b0b6-920d513eef3b,"July 12, 2024",Five,Samsung,959.18,60,22439.35,40,Other,Las Vegas,Credit Card
7d4ca499-dae4-4596-840a-8febe483356a,"July 13, 2024",Four,OnePlus,1158.35,32,16447.95,51,Male,San Fransisco,Online
eb576501-bb6d-4acf-bd3e-1bf95320738d,"July 14, 2024",One,Samsung,682.66,74,11304.04,47,Female,Las Vegas,Debit Card
b0a25cb1-9098-4721-9c6d-f4da0b93d7d0,"July 15, 2024",Three,OnePlus,281.6,66,21167.52,43,Other,Los Angeles,Online
93995cc4-4535-40b3-9ba0-f1a2b5f89f0f,"July 16, 2024",Four,iPhone,464.51,67,62075.44,52,Other,Las Vegas,Debit Card
93960721-1c17-481f-b046-16832ea0735f,"July 17, 2024",Five,Google Pixel,1262.78,6,47381.76,44,Female,Chicago,Credit Card
